V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
1,10158,3,1,4,3500,B024,0,1,S133,2,0,50000,5,19.18,1103,30,0
1,10001,1,1,4,4500,B002,1,1,S134,2,648.8,10000,1,14.85,902,49,1
0,10016,2,1,4,3000,B002,1,0,S133,5,1490,40000,4,19.18,1103,33,0
1,10003,1,3,4,2500,B002,1,1,S133,3,0,39000,5,19.18,1103,50,0
0,10016,2,1,4,3000,B002,1,0,S133,5,1490,40000,4,19.18,1103,67,0
1,10002,1,3,4,1758.6,B001,1,1,S133,3,0,41000,5,18.5,1052,45,0
0,10016,2,1,4,3090,B002,1,0,S133,5,1450,40000,4,19.18,1103,62,0
0,10016,2,1,4,3700,B002,1,0,S133,5,1400.4,40000,4,19.18,1103,55,0
1,10005,1,1,4,30000,B003,0,1,S133,2,9500,230000,5,20,6094,34,0
1,10005,1,3,1,3800,B002,1,1,S133,5,0,20000,2,19.18,1103,63,0
1,10002,1,3,4,6000,B001,1,1,S133,6,0,108000,5,14.75,2555,69,0
0,10005,1,1,4,208.3,B001,1,0,S133,3,0,40000,4,19.18,1103,40,0
0,10005,1,1,4,208.3,B001,1,0,S133,3,0,40000,4,19.18,1103,55,0
0,10003,1,2,4,1050,B004,1,0,S133,2,600,40000,4,19.18,1103,30,0
1,10004,1,1,4,1900,B003,0,1,S133,6,0,43000,5,20,1139,38,0
1,10081,3,1,1,2000,B003,0,1,S133,2,0,30000,5,19.18,1103,49,0
0,10002,1,1,4,1700,B001,1,0,S133,5,0,40000,4,19.18,1103,44,0
1,10003,1,1,4,2500,B003,0,1,S134,3,0,36000,5,20,954,69,0
1,10004,1,1,4,3500,B001,1,1,S133,2,0,20000,4,14.75,554,70,0
1,10001,1,2,2,5140,B005,1,1,S133,2,1400,60000,5,16.25,1467,62,0
0,10003,1,2,2,2100,B005,1,0,S122,2,0,40000,4,19.18,1103,57,0
0,10004,1,2,1,2900,B016,0,1,S143,2,0,50000,5,19.18,1103,55,0
0,10003,1,1,4,3100,B001,1,1,S122,5,0,20000,3,16.25,706,57,0
0,10029,3,1,4,133.3,B003,0,0,S133,6,0,40000,4,19.18,1103,53,0
1,10003,1,2,4,3200,B004,1,1,S133,3,0,49000,5,15.5,1179,60,0
0,10006,1,1,4,1000,B004,1,0,S133,2,300,40000,4,19.18,1103,54,0
0,10007,1,1,1,1400,B006,1,0,S133,6,0,40000,4,19.18,1103,64,0
1,10013,2,1,4,1500,B001,1,1,S159,3,0,33000,5,20,874,45,0
0,10007,1,1,1,1400,B006,1,0,S133,3,0,40000,4,19.18,1103,68,0
0,10013,2,3,4,1400,B004,1,0,S159,3,0,40000,4,19.18,1103,65,0
1,10043,2,1,4,2100,B003,0,1,S122,2,0,47000,5,19.18,1103,36,0
1,10003,1,1,4,3000,B004,1,1,S137,2,0,30000,2,16.25,1472,59,0
1,10005,1,1,4,50000,B017,0,1,S133,2,1600,50000,5,19.18,1103,36,0
0,10004,1,2,1,1500,B002,1,1,S122,2,0,30000,5,19.18,1103,34,0
1,10001,1,1,4,2100,B006,1,1,S134,2,0,10000,1,20,926,61,0
1,10009,2,1,4,2200,B001,1,1,S143,3,0,32000,5,19.18,1103,47,0
0,10002,1,2,4,2240,B002,1,0,S133,2,0,40000,4,19.18,1103,35,0
1,10008,1,1,4,89898.9,B042,0,1,S133,3,0,150000,5,21.5,4100,33,0
1,10005,1,3,4,4670,B004,1,1,S133,3,0,77000,5,19.18,1103,67,0
0,10274,3,1,4,3000,B003,0,1,S133,5,0,10000,1,19.18,1103,54,0
0,10002,1,2,3,1420,B001,1,0,S159,3,0,40000,4,19.18,1103,69,0
1,10001,1,2,4,3500,B017,0,1,S133,2,0,10000,1,19.18,1103,71,0
1,10006,1,1,4,2250,B004,1,1,S133,3,0,33000,5,20,874,66,0
1,10002,1,1,4,2000,B025,0,1,S133,2,230,15000,3,20,557,58,0
1,10016,2,2,4,2300,B001,1,1,S133,5,0,32000,5,20,848,44,0
0,10002,1,3,3,2000,B002,1,1,S133,5,0,20000,5,18.25,511,68,0
1,10003,1,2,4,3600,B003,0,1,S133,2,0,95000,5,19.18,1103,34,0
1,10003,1,1,4,4000,B002,1,1,S133,2,220,50000,5,14.85,1186,70,0
1,10004,1,1,4,15000,B004,1,1,S127,2,202,10000,5,19.18,1103,45,0
0,10005,1,2,2,6500,B001,1,0,S133,2,3600,40000,4,19.18,1103,35,0
1,10357,3,1,1,2500,B003,0,1,S133,5,0,15000,2,16.75,740,61,0
0,10005,1,2,2,6200,B001,1,0,S133,2,3600,40000,4,19.18,1103,55,0
0,10003,1,1,4,2350,B033,0,1,S133,2,700,26000,5,19.18,1103,67,0
1,10009,2,1,4,2700,B027,0,1,S122,6,0,40000,5,14.85,948,47,0
1,10005,1,2,4,2700,B002,1,1,S133,3,0,44000,5,17,1094,65,0
1,10002,1,3,2,6100,B001,1,1,S143,3,0,110000,5,12.99,2502,30,0
1,10002,1,1,4,3500,B016,0,1,S133,5,1,92000,5,19.18,1103,54,0
1,10001,1,1,4,3100,B002,1,1,S133,2,850,14000,2,20,713,39,0
0,10006,1,2,4,3264,B001,1,0,S133,2,1500,40000,4,19.18,1103,35,0
0,10004,1,2,3,1.5,B001,1,0,S127,3,0,40000,4,19.18,1103,62,0
1,10035,3,1,1,4500,B003,0,1,S143,5,1100,50000,5,19.18,1103,32,0
1,10005,1,1,4,3348,B031,0,1,S143,2,718.6,30000,2,20,1527,30,0
1,10007,1,1,4,2500,B003,0,1,S143,3,0,36000,5,19.18,1103,34,0
0,10002,1,1,4,1380,B037,0,0,S133,5,350,40000,4,19.18,1103,68,0
1,10002,1,2,4,100000,B002,1,1,S133,3,0,120000,5,19.18,1103,64,0
0,10012,1,2,4,800,B002,1,0,S133,3,0,40000,4,19.18,1103,55,0
1,10001,1,2,2,2700,B006,1,1,S133,3,0,40000,5,15,952,44,0
1,10006,1,2,4,1500,B001,1,1,S159,3,0,33000,5,20,874,49,0
0,10159,3,1,4,600,B003,0,0,S133,2,200,40000,4,19.18,1103,56,0
0,10008,1,1,4,1300,B003,0,0,S133,2,300,40000,4,19.18,1103,66,0
1,10001,1,3,4,4250,B002,1,1,S133,3,0,70000,5,19.18,1103,43,0
0,10008,1,1,4,2000,B003,0,1,S133,2,300,10000,4,20,304,40,0
1,10004,1,3,2,4400,B002,1,1,S143,2,0,20000,4,19.18,1103,59,0
1,10011,2,3,4,8500,B004,1,1,S122,2,1500,50000,5,19.18,1103,69,0
1,10001,1,3,4,3600,B001,1,1,S122,2,0,50000,3,14.99,1733,36,0
0,10168,3,1,4,1200,B024,0,0,S127,2,0,40000,4,19.18,1103,41,0
0,10005,1,1,4,1500,B011,1,0,S133,2,0,40000,4,19.18,1103,42,0
1,10005,1,1,4,10000,B007,0,1,S133,2,300,10000,2,14.85,484,52,0
0,10424,3,3,4,1200,B002,1,0,S122,2,0,40000,4,19.18,1103,47,0
1,10424,3,3,4,2200,B002,1,1,S122,2,0,30000,3,19.18,1103,69,0
1,10003,1,3,4,4609,B031,0,1,S133,2,151.7,100000,5,13.49,2300,55,0
0,10005,1,1,4,1900,B003,0,0,S159,2,800,40000,4,19.18,1103,54,0
1,10007,1,1,4,1900,B004,1,1,S133,3,0,43000,5,20,1139,66,0
0,10007,1,1,4,5000,B011,1,0,S122,2,0,40000,4,19.18,1103,35,0
1,10004,1,1,4,2500,B002,1,1,S159,2,500,20000,5,20,530,59,0
0,10148,3,1,4,2500,B003,0,0,S159,2,1800,40000,4,19.18,1103,55,0
1,10105,3,3,4,1750,B004,1,1,S159,2,0,30000,5,18.5,770,33,0
0,10004,1,1,4,1000,B013,0,0,S133,2,400,40000,4,19.18,1103,31,0
0,10002,1,1,4,700,B019,0,0,S159,3,0,40000,4,19.18,1103,35,0
0,10148,3,1,4,2500,B003,0,0,S159,2,2000,40000,4,19.18,1103,53,0
0,10148,3,1,4,2500,B003,0,0,S159,2,1500,40000,4,19.18,1103,40,0
0,10006,1,2,4,1680,B004,1,0,S133,2,0,40000,4,19.18,1103,51,0
0,10016,2,3,4,1163.2,B008,0,0,S133,2,0,40000,4,19.18,1103,45,0
0,10004,1,1,4,900,B001,1,0,S159,2,0,40000,4,19.18,1103,50,0
0,10003,1,1,4,1800,B001,1,1,S133,2,500,21000,5,19.18,1103,40,0
1,10003,1,1,1,2550,B001,1,1,S122,6,0,38000,5,15.5,914,64,0
0,10133,3,1,4,1700,B044,1,1,S122,2,0,20000,3,20,743,49,0
1,10002,1,1,1,2400,B001,1,1,S133,3,0,38000,5,15.5,914,32,0
1,10001,1,1,4,4250,B001,1,1,S137,2,350,99000,5,19.18,1103,58,0
0,10523,3,1,4,2000,B001,1,0,S159,2,0,40000,4,19.18,1103,56,0
1,10006,1,1,4,3550,B004,1,1,S159,3,0,57000,5,19.18,1103,39,0
0,10008,1,3,4,2000,B012,0,0,S143,2,0,40000,4,19.18,1103,66,0
0,10015,3,2,1,1450,B026,1,0,S133,2,250,40000,4,19.18,1103,35,0
0,10002,1,2,4,1600,B031,0,0,S133,5,0,40000,4,19.18,1103,34,0
1,10004,1,1,4,2300,B018,0,1,S153,3,0,33000,5,19.18,1103,51,0
1,10001,1,1,4,2000,B001,1,1,S133,2,500,10000,2,20,509,37,0
0,10001,1,1,4,2550,B001,1,0,S124,2,1200,40000,4,19.18,1103,54,0
1,10001,1,3,4,13000,B001,1,1,S133,2,0,10000,1,14.85,902,66,0
0,10280,3,1,4,1800,B001,1,0,S153,2,1564.5,40000,4,19.18,1103,71,0
0,10004,1,1,4,1500,B001,1,0,S133,2,250,40000,4,19.18,1103,33,0
0,10006,1,3,4,1100,B038,1,0,S133,5,0,40000,4,19.18,1103,65,0
1,10252,3,3,4,3720,B003,0,1,S133,2,544,30000,2,19.18,1103,34,0
1,10002,1,2,4,2500,B001,1,1,S133,3,0,36000,5,16.75,890,36,0
1,10134,3,1,4,5000,B007,0,1,S133,2,200,5000,3,20,186,54,0
0,10012,1,1,4,1956,B023,0,0,S122,5,0,40000,4,19.18,1103,51,0
0,10010,1,1,4,1650,B030,1,0,S133,2,0,40000,4,19.18,1103,63,0
0,10002,1,1,4,3000,B003,0,1,S133,3,0,45000,5,24,1295,69,0
1,10486,3,1,4,1700,B003,0,1,S133,2,600,15000,5,19.18,1103,67,0
0,10006,1,3,4,2100,B001,1,0,S133,2,1780,40000,4,19.18,1103,47,0
0,10003,1,1,4,1550,B001,1,0,S133,2,0,40000,4,19.18,1103,42,0
0,10004,1,2,4,2500,B001,1,1,S134,3,0,30000,3,15,1040,34,0
1,10003,1,3,3,2000,B015,1,1,S143,3,0,29000,5,19.18,1103,48,0
0,10002,1,2,4,2000,B002,1,1,S133,2,229.9,10000,3,18.25,363,58,0
1,10026,3,3,4,5000,B001,1,1,S133,2,0,30000,5,14.5,706,49,0
1,10001,1,2,3,14050,B001,1,1,S122,2,1350,150000,5,19.18,1103,52,0
1,10007,1,3,4,3230,B001,1,1,S133,5,722,20000,5,19.18,1103,53,0
1,10004,1,1,4,7000,B003,0,1,S143,2,0,80000,5,13.5,1841,43,0
0,10002,1,1,4,1150,B018,0,0,S159,2,0,40000,4,19.18,1103,67,0
1,10003,1,1,4,2300,B004,1,1,S133,3,0,33000,5,19.18,1103,67,0
1,10025,1,2,4,3200,B004,1,1,S159,3,0,53000,5,25.5,1571,31,0
0,10006,1,1,4,3000,B001,1,0,S133,2,1700,40000,4,19.18,1103,49,0
0,10003,1,1,4,1350,B007,0,0,S133,2,0,40000,4,19.18,1103,39,0
1,10002,1,2,4,2500,B003,0,1,S133,3,0,36000,5,19.18,1103,45,0
1,10001,1,1,4,2400,B019,0,1,S159,3,0,35000,5,19.18,1103,54,0
1,10004,1,1,4,2300,B018,0,1,S143,6,0,33000,5,20,874,58,0
1,10002,1,2,2,2200,B001,1,1,S159,2,0,30000,5,19.18,1103,67,0
0,10003,1,3,4,1150,B004,1,0,S133,6,0,40000,4,19.18,1103,52,0
1,10001,1,2,4,2083.3,B001,1,1,S133,5,269.5,10000,4,19.18,1103,47,0
1,10004,1,2,4,4550,B005,1,1,S143,3,0,57000,3,19.18,1103,50,0
0,10002,1,1,4,5500,B002,1,1,S133,3,0,96000,5,19.18,1103,36,0
1,10015,3,3,4,1540,B012,0,1,S159,2,340,11000,2,19.18,1103,31,0
1,10012,1,1,4,1800,B001,1,1,S133,3,0,40000,5,19.18,1103,30,0
1,10025,1,2,4,2300,B014,1,1,S122,2,600,12000,2,19.18,1103,42,0
1,10005,1,1,4,4536,B019,0,1,S133,2,0,20000,3,19.18,1103,54,0
1,10005,1,1,4,1888,B001,1,1,S143,2,0,20000,2,19.18,1103,66,0
0,10024,1,3,4,1700,B004,1,0,S133,3,0,40000,4,19.18,1103,65,0
1,10001,1,1,1,3000,B004,1,1,S133,2,0,10000,1,15.35,904,45,0
0,10004,1,1,4,2500,B014,1,1,S133,2,0,10000,1,19.18,1103,47,0
1,10006,1,3,4,3100,B001,1,1,S133,5,549,20000,4,16.75,575,69,0
0,10002,1,3,4,1660,B011,1,0,S133,3,0,40000,4,19.18,1103,66,0
1,10011,2,3,4,2000,B001,1,1,S133,2,400,20000,5,24,575,56,0
1,10017,2,1,4,3700,B002,1,1,S133,3,0,59000,5,14.85,1399,66,1
0,10005,1,1,4,1007.4,B002,1,0,S133,6,0,40000,4,19.18,1103,53,0
0,10002,1,2,4,4800,B005,1,0,S133,2,200,40000,4,19.18,1103,56,0
1,10006,1,3,4,3500,B003,0,1,S133,3,0,54000,5,14.85,1280,69,0
0,10002,1,1,4,3400,B003,0,1,S133,5,398.2,20000,4,19.18,1103,54,0
1,10007,1,1,4,4000,B003,0,1,S133,3,0,64000,5,19.18,1103,30,0
0,10003,1,2,4,1800,B001,1,1,S143,5,0,29000,3,19.18,1103,39,0
1,10008,1,2,4,1684.9,B004,1,1,S133,2,0,20000,3,20,743,42,0
0,10020,1,2,4,5200,B001,1,0,S133,2,2500,40000,4,19.18,1103,65,0
0,10018,3,1,4,2290,B003,0,0,S133,2,0,40000,4,19.18,1103,42,0
1,10002,1,2,4,2800,B001,1,1,S122,2,0,40000,3,15.5,1396,34,0
1,10004,1,3,4,4000,B001,1,1,S133,5,1500,49000,5,19.18,1103,39,0
1,10012,1,1,4,3000,B002,1,1,S133,5,0,30000,5,19.18,1103,61,0
1,10003,1,2,4,5300,B001,1,1,S137,2,0,50000,4,19.18,1103,70,0
1,10003,1,1,4,1800,B016,0,1,S153,3,0,40000,5,20,1060,55,0
0,10124,3,3,4,2000,B003,0,0,S122,2,300,40000,4,19.18,1103,59,0
0,10001,1,1,4,4200,B001,1,1,S133,2,450,30000,4,19.18,1103,43,1
0,10005,1,1,4,1890,B001,1,0,S122,2,0,40000,4,19.18,1103,35,0
1,10003,1,2,4,2000,B004,1,1,S159,3,0,29000,5,20,768,48,0
1,10042,3,1,4,2000,B024,0,1,S133,5,500,26000,5,20,689,62,0
1,10011,2,1,4,2000,B004,1,1,S133,2,0,30000,5,19.18,1103,60,0
1,10008,1,1,4,3500,B003,0,1,S133,3,0,54000,5,19.18,1103,41,0
0,10004,1,1,4,1000,B018,0,0,S122,2,0,40000,4,19.18,1103,55,0
1,10038,3,1,1,3500,B002,1,1,S122,3,0,54000,5,19.18,1103,37,0
1,10017,2,3,4,2200,B004,1,1,S133,2,625,27000,5,19.18,1103,35,0
1,10002,1,1,4,4200,B004,1,1,S133,2,0,20000,2,13.99,960,43,0
1,10011,2,1,4,1800,B028,1,1,S133,5,350,10000,2,20,509,51,0
1,10327,3,1,4,3800,B003,0,1,S133,2,0,30000,4,19.18,1103,49,0
0,10002,1,1,4,1200,B001,1,0,S133,3,0,40000,4,19.18,1103,66,0
0,10003,1,3,1,725,B002,1,0,S133,5,0,40000,4,19.18,1103,37,0
0,10004,1,1,4,25000,B014,1,1,S122,3,0,150000,5,19.18,1103,58,0
1,10004,1,1,4,2300,B003,0,1,S122,2,4.8,20000,5,19.18,1103,42,0
1,10008,1,3,4,3900,B002,1,1,S133,2,900.4,10000,1,19.18,1103,38,0
1,10243,3,1,4,3500,B003,0,1,S159,2,0,10000,3,16.5,354,31,0
1,10001,1,3,4,1800,B001,1,1,S133,2,0,20000,5,20,530,58,0
0,10004,1,1,4,8500,B003,0,0,S133,5,3750,40000,4,19.18,1103,36,0
0,10007,1,1,4,1500,B002,1,1,S133,3,0,33000,5,20,874,51,0
1,10003,1,1,4,3000,B009,0,1,S153,3,0,45000,5,16.5,1106,60,0
1,10003,1,1,4,2500,B020,0,1,S159,2,0,20000,2,19.18,1103,37,0
0,10142,3,3,4,3700,B003,0,1,S133,5,0,45000,5,16.75,1112,33,0
1,10001,1,1,4,10000,B002,1,1,S143,2,2300,30000,3,19.18,1103,60,0
1,10006,1,2,4,2800,B001,1,1,S133,2,0,10000,5,15.5,241,68,0
1,10002,1,2,4,5500,B002,1,1,S133,6,0,95000,5,14.85,2253,45,0
1,10003,1,1,4,10000,B023,0,1,S133,5,3750,30000,3,19.18,1103,70,0
1,10009,2,1,4,2500,B010,0,1,S133,2,700,20000,2,20,1018,52,0
1,10003,1,1,4,14900,B004,1,1,S122,2,2000,100000,2,19.18,1103,63,0
1,10004,1,1,4,2100,B001,1,1,S133,2,0,20000,3,19.18,1103,34,0
0,10175,3,1,4,950,B001,1,0,S133,5,250,40000,4,19.18,1103,42,0
0,10011,2,3,4,1200,B004,1,0,S133,3,0,40000,4,19.18,1103,70,0
1,10006,1,1,4,1580,B001,1,1,S133,2,380,10000,2,19.18,1103,68,0
1,10002,1,1,4,4600,B003,0,1,S133,5,1600,10000,2,19.18,1103,45,0
1,10032,3,1,4,2650,B001,1,1,S133,2,0,10000,2,20,509,46,0
1,10024,1,1,4,2800,B002,1,1,S133,3,0,42000,5,31,1385,64,0
0,10002,1,1,4,1500,B002,1,0,S133,2,0,40000,4,19.18,1103,40,0
0,10003,1,1,4,1650,B013,0,0,S133,2,0,40000,4,19.18,1103,50,0
1,10003,1,2,4,1913.6,B006,1,1,S122,2,0,15000,5,20,397,45,0
0,10001,1,3,4,1050,B001,1,0,S144,2,300,40000,4,19.18,1103,38,0
1,10001,1,2,4,2600,B002,1,1,S159,2,0,30000,3,18.25,1088,58,0
1,10019,2,1,4,1800,B008,0,1,S133,2,500,10000,5,19.18,1103,63,0
1,10008,1,1,4,2080,B009,0,1,S159,2,0,10000,3,18.5,364,45,0
1,10007,1,1,4,1800,B002,1,1,S133,3,0,40000,5,19.18,1103,68,0
1,10115,3,3,4,2000,B002,1,1,S133,2,0,31000,5,19.18,1103,50,0
1,10001,1,3,1,10050,B011,1,1,S143,2,4500,10000,2,19.18,1103,55,0
0,10011,2,1,4,2500,B003,0,1,S133,6,0,36000,5,14.85,854,70,0
0,10004,1,3,4,2200,B001,1,1,S133,2,800,10000,2,18.25,500,47,0
1,10023,2,1,4,2300,B003,0,1,S127,2,300,30000,5,20,795,43,0
1,10331,3,1,4,4500,B010,0,1,S159,2,1400,50000,5,20,1325,34,0
1,10020,1,2,2,1900,B004,1,1,S122,6,0,44000,5,13,1001,62,0
0,10006,1,3,4,1400,B004,1,0,S133,2,0,40000,4,19.18,1103,30,0
1,10001,1,1,4,1950,B003,0,1,S143,2,441.8,23000,4,20,700,35,0
1,10012,1,3,4,2000,B004,1,1,S133,3,0,20000,5,15.5,481,65,0
0,10006,1,1,4,2200,B001,1,0,S133,2,0,40000,4,19.18,1103,34,0
0,10129,3,3,4,1008.4,B001,1,0,S143,2,0,40000,4,19.18,1103,42,0
1,10019,2,3,4,2500,B008,0,1,S133,3,0,28000,3,16.75,995,39,0
1,10005,1,1,4,2900,B003,0,1,S133,2,1000,38000,5,19.18,1103,58,0
0,10001,1,1,4,1500,B002,1,0,S133,2,800,40000,4,19.18,1103,55,0
0,10005,1,2,4,4800,B004,1,0,S143,2,0,40000,4,19.18,1103,49,0
0,10001,1,1,4,1500,B002,1,0,S133,2,750,40000,4,19.18,1103,55,0
1,10003,1,2,4,5200,B003,0,1,S156,2,0,50000,5,18,1270,37,0
1,10256,3,3,4,2850,B003,0,1,S159,2,0,30000,3,16.75,1066,49,0
0,10005,1,1,4,900,B003,0,0,S159,2,0,40000,4,19.18,1103,68,0
1,10004,1,2,4,4970,B001,1,1,S133,2,713.7,50000,5,14.85,1186,51,0
0,10001,1,3,4,2300,B002,1,0,S133,2,1000,40000,4,19.18,1103,35,0
1,10005,1,2,4,2225,B017,0,1,S133,2,522,20000,3,19.18,1103,69,0
1,10002,1,3,1,2700,B002,1,1,S133,2,600,50000,5,13.49,1150,42,0
0,10006,1,2,4,4000,B002,1,1,S133,2,0,20000,5,19.18,1103,45,0
1,10004,1,1,4,5000,B002,1,1,S133,2,1550,50000,3,19.18,1103,68,0
1,10001,1,3,4,2000,B006,1,1,S143,2,0,20000,3,18.25,726,39,0
1,10003,1,2,4,6000,B002,1,1,S123,2,0,100000,5,19.18,1103,54,0
1,10003,1,3,4,5000,B010,0,1,S133,2,1230,85000,5,20,2252,55,0
0,10001,1,3,4,6000,B001,1,0,S133,2,3250,40000,4,19.18,1103,69,0
0,10004,1,1,4,1500,B002,1,0,S159,2,4.8,40000,4,19.18,1103,69,0
0,10001,1,2,2,2500,B001,1,1,S133,3,0,36000,5,13,819,51,0
0,10001,1,3,4,1492.4,B001,1,0,S133,5,4.8,40000,4,19.18,1103,39,0
1,10020,1,3,4,3700,B020,0,1,S122,6,0,64000,5,19.18,1103,54,0
0,10002,1,1,4,1600,B002,1,0,S133,5,0,40000,4,19.18,1103,51,0
1,10003,1,1,4,5000,B037,0,1,S133,2,0,50000,3,19.18,1103,31,0
0,10004,1,3,4,7900,B003,0,0,S143,2,3250,40000,4,19.18,1103,68,0
0,10009,2,1,4,4300,B003,0,1,S133,2,600,50000,5,15.5,1203,53,0
0,10036,3,2,4,2080,B001,1,1,S133,2,0,30000,3,20,1115,56,0
0,10001,1,1,4,2200,B004,1,0,S133,2,900,40000,4,19.18,1103,48,0
1,10002,1,2,4,2500,B004,1,1,S133,3,0,36000,5,20,954,47,0
0,10048,3,3,2,3000,B002,1,0,S133,2,0,40000,4,19.18,1103,68,0
1,10003,1,1,4,1700,B001,1,1,S133,5,0,10000,5,19.18,1103,37,0
0,10003,1,3,4,2000,B031,0,0,S133,2,0,40000,4,19.18,1103,62,0
0,10042,3,2,4,970,B001,1,0,S133,2,0,40000,4,19.18,1103,49,0
1,10195,3,1,4,2928.4,B032,0,1,S133,2,0,30000,5,16,730,62,1
1,10002,1,2,4,3500,B001,1,1,S143,2,686,19000,1,19.18,1103,45,0
1,10006,1,2,4,3800,B004,1,1,S143,6,0,46000,3,19.18,1103,67,0
1,10001,1,2,4,4000,B014,1,1,S133,5,0,5000,3,14.85,173,45,0
0,10031,3,1,4,1300,B010,0,0,S122,2,0,40000,4,19.18,1103,40,0
1,10003,1,1,4,3000,B003,0,1,S133,2,1000,20000,2,19.18,1103,60,0
0,10001,1,1,4,5000,B001,1,0,S143,2,0,40000,4,19.18,1103,60,0
1,10073,3,2,4,2101,B017,0,1,S133,2,0,10000,5,20,265,57,0
1,10003,1,1,4,2500,B014,1,1,S134,2,500,20000,3,19.18,1103,58,0
0,10003,1,3,2,1100,B015,1,0,S143,2,0,40000,4,19.18,1103,41,0
0,10003,1,2,4,1900,B004,1,0,S133,2,470,40000,4,19.18,1103,33,0
0,10094,3,1,4,1000,B001,1,0,S133,2,150,40000,4,19.18,1103,36,0
1,10009,2,1,4,2570,B027,0,1,S143,3,0,38000,5,20,1007,39,0
1,10006,1,3,4,1300,B001,1,1,S133,3,0,29000,5,19.18,1103,60,0
1,10003,1,2,2,2280,B001,1,1,S133,2,0,10000,2,19.18,1103,48,0
1,10006,1,1,4,3000,B001,1,1,S133,2,0,30000,5,15.75,726,63,0
1,10003,1,3,4,8000,B002,1,1,S133,5,1100,50000,3,19.18,1103,36,0
1,10003,1,2,4,3000,B002,1,1,S159,2,0,50000,5,19.18,1103,42,0
1,10003,1,2,4,5500,B002,1,1,S123,2,0,100000,5,19.18,1103,44,0
1,10020,1,2,4,2110,B001,1,1,S133,3,0,24000,3,16.75,853,47,0
1,10002,1,2,4,2500,B005,1,1,S133,2,850,10000,2,16.25,491,36,0
0,10004,1,1,4,830,B003,0,0,S133,2,300,40000,4,19.18,1103,68,0
1,10003,1,1,4,2500,B011,1,1,S133,2,1000,28000,5,19.18,1103,53,0
1,10002,1,1,4,1840,B006,1,1,S133,3,0,41000,5,20,1086,66,0
1,10062,1,2,4,2800,B010,0,1,S133,5,0,15000,5,19.18,1103,39,0
1,10210,3,1,4,3000,B002,1,1,S122,2,0,30000,3,19,1100,32,0
0,10008,1,1,4,1500,B001,1,0,S143,2,50,40000,4,19.18,1103,59,0
0,10020,1,2,4,1505,B001,1,0,S159,2,0,40000,4,19.18,1103,39,0
1,10001,1,1,4,3950,B020,0,1,S133,2,500,30000,5,19.18,1103,58,0
1,10006,1,1,4,3500,B003,0,1,S133,3,0,54000,5,14.85,1280,43,0
0,10020,1,3,4,9000,B001,1,0,S133,2,2400,40000,4,19.18,1103,31,0
0,10001,1,2,4,1700,B009,0,0,S133,2,148,40000,4,19.18,1103,70,0
0,10020,1,2,4,1500,B001,1,0,S159,2,0,40000,4,19.18,1103,46,0
1,10004,1,2,4,2230,B031,0,1,S159,2,0,20000,5,19.18,1103,62,0
0,10002,1,3,4,3500,B004,1,0,S122,2,0,40000,4,19.18,1103,54,0
0,10003,1,2,4,3300,B011,1,1,S143,3,0,51000,5,19.18,1103,57,0
1,10001,1,2,4,2500,B002,1,1,S122,2,0,20000,5,19,519,57,0
0,10001,1,1,4,1900,B004,1,0,S122,2,1000,40000,4,19.18,1103,42,0
1,10001,1,1,4,7500,B001,1,1,S122,2,250,50000,5,19.18,1103,55,1
1,10004,1,2,2,18000,B001,1,1,S122,2,0,200000,5,19.18,1103,42,0
0,10147,3,1,4,1200,B006,1,0,S133,2,200,40000,4,19.18,1103,40,0
1,10006,1,1,4,6100,B004,1,1,S133,3,0,107000,5,14.85,2537,70,1
0,10012,1,1,4,1250,B004,1,0,S133,2,0,40000,4,19.18,1103,70,0
0,10424,3,3,4,1200,B002,1,0,S143,2,0,40000,4,19.18,1103,30,0
1,10004,1,1,4,2000,B006,1,1,S133,2,250,10000,2,19.18,1103,51,0
0,10215,3,1,4,1116,B003,0,0,S143,2,0,40000,4,19.18,1103,42,0
0,10008,1,1,4,2250,B001,1,0,S133,2,500,40000,4,19.18,1103,61,0
1,10006,1,1,4,4500,B004,1,1,S133,2,0,50000,5,14.85,1186,59,0
1,10002,1,2,4,5000,B004,1,1,S133,2,1550,40000,4,17.5,1165,43,0
1,10003,1,1,4,2500,B007,0,1,S133,2,500,20000,4,19,598,31,0
0,10006,1,3,4,1000,B001,1,0,S133,3,0,40000,4,19.18,1103,56,0
1,10003,1,3,4,2200,B042,0,1,S143,2,520.3,10000,5,18,254,52,0
0,10005,1,2,4,1670,B001,1,0,S133,2,0,40000,4,19.18,1103,40,0
0,10002,1,1,4,2000,B035,1,0,S143,2,0,40000,4,19.18,1103,55,0
1,10256,3,3,4,4100,B003,0,1,S143,2,0,70000,5,19.18,1103,36,0
1,10026,3,3,1,1900,B002,1,1,S133,2,431.7,20000,5,19.18,1103,31,0
1,10001,1,1,4,2600,B003,0,1,S133,3,0,39000,5,19.18,1103,70,0
0,10002,1,3,4,1380,B001,1,0,S133,2,650,40000,4,19.18,1103,70,0
1,10005,1,3,4,3750,B001,1,1,S133,2,0,35000,3,15.5,1222,65,0
0,10002,1,3,4,1380,B031,0,0,S133,2,650,40000,4,19.18,1103,57,0
1,10005,1,2,4,10000,B016,0,1,S133,2,800,10000,1,19.75,925,52,0
